filename,width,height,class,xmin,ymin,xmax,ymax
HCZ_HFGTNZ_20180621_10018.jpg,801,340,umbrella,337,43,380,241
HCZ_HFGTNZ_20180621_10018.jpg,801,340,drinkbottle,388,30,515,148
HCZ_HFGTNZ_20180621_10018.jpg,801,340,drinkbottle,278,192,383,310
HCZ_HFGTNZ_20180621_10019.jpg,801,410,laptop,581,167,794,332
HCZ_HFGTNZ_20180621_10019.jpg,801,410,drinkbottle,632,326,759,380
HCZ_HFGTNZ_20180621_10020.jpg,801,315,glassbottle,294,77,426,138
HCZ_HFGTNZ_20180621_10021.jpg,801,368,umbrella,199,114,351,207
HCZ_HFGTNZ_20180621_10021.jpg,801,368,laptop,173,158,327,303
HCZ_HFGTNZ_20180621_10023.jpg,801,408,smallelectronicequipmen,204,201,273,296
HCZ_HFGTNZ_20180621_10023.jpg,801,408,smallelectronicequipmen,195,185,272,294
HCZ_HFGTNZ_20180621_10024.jpg,801,388,metalcan,49,169,124,233
HCZ_HFGTNZ_20180621_10024.jpg,801,388,metalcan,124,212,196,279
HCZ_HFGTNZ_20180621_10024.jpg,801,388,smallelectronicequipmen,41,203,147,298
HCZ_HFGTNZ_20180621_10024.jpg,801,388,smallelectronicequipmen,440,140,537,244
HCZ_HFGTNZ_20180621_10025.jpg,801,396,powerbank,343,124,414,183
HCZ_HFGTNZ_20180621_10025.jpg,801,396,drinkbottle,335,201,417,339
HCZ_HFGTNZ_20180621_10025.jpg,801,396,smallelectronicequipmen,743,55,797,142
HCZ_HFGTNZ_20180621_10025.jpg,801,396,smallelectronicequipmen,342,163,414,262
HCZ_HFGTNZ_20180621_10026.jpg,801,414,laptop,226,138,482,368
HCZ_HFGTNZ_20180621_10026.jpg,801,414,smallelectronicequipmen,610,130,698,235
HCZ_HFGTNZ_20180621_10027.jpg,801,439,glassbottle,143,256,205,350
HCZ_HFGTNZ_20180621_10027.jpg,801,439,glassbottle,142,309,199,390
HCZ_HFGTNZ_20180621_10028.jpg,801,461,smallelectronicequipmen,351,266,435,292
HCZ_HFGTNZ_20180621_10029.jpg,801,466,glassbottle,369,140,408,199
HCZ_HFGTNZ_20180621_10029.jpg,801,466,smallelectronicequipmen,419,156,479,247
HCZ_HFGTNZ_20180621_10029.jpg,801,466,glassbottle,381,144,417,194
HCZ_HFGTNZ_20180621_10029.jpg,801,466,glassbottle,349,184,385,232
HCZ_HFGTNZ_20180621_10029.jpg,801,466,smallelectronicequipmen,692,141,793,247
HCZ_HFGTNZ_20180621_10031.jpg,801,308,umbrella,219,112,417,153
HCZ_HFGTNZ_20180621_10031.jpg,801,308,drinkbottle,554,30,704,121
HCZ_HFGTNZ_20180621_10032.jpg,801,413,umbrella,102,195,267,271
HCZ_HFGTNZ_20180621_10032.jpg,801,413,glassbottle,604,101,695,236
HCZ_HFGTNZ_20180621_10032.jpg,801,413,glassbottle,136,172,187,196
HCZ_HFGTNZ_20180621_10032.jpg,801,413,glassbottle,175,175,236,208
HCZ_HFGTNZ_20180621_10033.jpg,801,386,smallelectronicequipmen,428,64,541,138
HCZ_HFGTNZ_20180621_10034.jpg,801,477,metalcan,95,213,148,290
HCZ_HFGTNZ_20180621_10034.jpg,801,477,smallelectronicequipmen,546,32,626,115
HCZ_HFGTNZ_20180621_10034.jpg,801,477,umbrella,374,359,459,438
HCZ_HFGTNZ_20180621_10035.jpg,801,525,umbrella,119,61,286,139
HCZ_HFGTNZ_20180621_10035.jpg,801,525,umbrella,399,190,488,373
HCZ_HFGTNZ_20180621_10035.jpg,801,525,glassbottle,367,476,458,505
HCZ_HFGTNZ_20180621_10035.jpg,801,525,powerbank,292,241,343,336
HCZ_HFGTNZ_20180621_10036.jpg,801,334,glassbottle,1,51,96,127
HCZ_HFGTNZ_20180621_10037.jpg,801,320,umbrella,112,109,167,268
HCZ_HFGTNZ_20180621_10037.jpg,801,320,glassbottle,156,265,196,285
HCZ_HFGTNZ_20180621_10037.jpg,801,320,laptop,127,84,328,238
HCZ_HFGTNZ_20180621_10038.jpg,801,344,glassbottle,485,215,602,274
HCZ_HFGTNZ_20180621_10038.jpg,801,344,umbrella,82,163,140,311
HCZ_HFGTNZ_20180621_10038.jpg,801,344,smallelectronicequipmen,54,239,104,304
HCZ_HFGTNZ_20180621_10038.jpg,801,344,laptop,456,86,605,206
HCZ_HFGTNZ_20180621_10038.jpg,801,344,umbrella,523,68,595,219
HCZ_HFGTNZ_20180621_10039.jpg,801,431,glassbottle,631,245,760,311
HCZ_HFGTNZ_20180621_10039.jpg,801,431,umbrella,64,200,111,373
HCZ_HFGTNZ_20180621_10039.jpg,801,431,glassbottle,342,94,476,157
HCZ_HFGTNZ_20180621_10039.jpg,801,431,umbrella,616,94,666,245
HCZ_HFGTNZ_20180621_10039.jpg,801,431,powerbank,660,103,736,209
HCZ_HFGTNZ_20180621_10040.jpg,668,373,metalcup,373,209,535,259
HCZ_HFGTNZ_20180621_10040.jpg,668,373,umbrella,147,293,280,343
HCZ_HFGTNZ_20180621_10040.jpg,668,373,umbrella,385,172,535,239
HCZ_HFGTNZ_20180621_10041.jpg,801,436,umbrella,65,96,213,148
HCZ_HFGTNZ_20180621_10041.jpg,801,436,plasticcup,34,313,182,406
HCZ_HFGTNZ_20180621_10041.jpg,801,436,laptop,25,157,242,332
HCZ_HFGTNZ_20180621_10042.jpg,400,447,metalcup,172,236,251,365
HCZ_HFGTNZ_20180621_10042.jpg,400,447,metalcup,293,242,342,367
HCZ_HFGTNZ_20180621_10042.jpg,400,447,cigarette,109,104,180,319
HCZ_HFGTNZ_20180621_10043.jpg,801,310,smallelectronicequipmen,323,100,399,174
HCZ_HFGTNZ_20180621_10043.jpg,801,310,umbrella,264,135,359,268
HCZ_HFGTNZ_20180621_10043.jpg,801,310,smallelectronicequipmen,490,99,605,149
HCZ_HFGTNZ_20180621_10043.jpg,801,310,glassbottle,608,169,662,244
HCZ_HFGTNZ_20180621_10043.jpg,801,310,glassbottle,63,113,96,184
HCZ_HFGTNZ_20180621_10043.jpg,801,310,glassbottle,45,133,97,198
HCZ_HFGTNZ_20180621_10043.jpg,801,310,glassbottle,32,141,85,201
HCZ_HFGTNZ_20180621_10044.jpg,801,1024,laptop,551,405,758,657
HCZ_HFGTNZ_20180621_10044.jpg,801,1024,umbrella,620,763,676,909
HCZ_HFGTNZ_20180621_10044.jpg,801,1024,plasticcup,677,890,799,989
HCZ_HFGTNZ_20180621_10044.jpg,801,1024,powerbank,112,514,178,564
HCZ_HFGTNZ_20180621_10044.jpg,801,1024,smallelectronicequipmen,668,806,732,912
HCZ_HFGTNZ_20180621_10045.jpg,800,427,drinkbottle,210,142,365,202
HCZ_HFGTNZ_20180621_10045.jpg,800,427,smallelectronicequipmen,632,294,731,371
HCZ_HFGTNZ_20180621_10046.jpg,801,427,metalcup,572,157,648,260
HCZ_HFGTNZ_20180621_10046.jpg,801,427,plasticcup,342,272,462,393
HCZ_HFGTNZ_20180621_10047.jpg,801,458,umbrella,367,207,431,367
HCZ_HFGTNZ_20180621_10047.jpg,801,458,umbrella,2,158,59,329
HCZ_HFGTNZ_20180621_10047.jpg,801,458,winebottle,729,166,791,351
HCZ_HFGTNZ_20180621_10048.jpg,801,539,smallelectronicequipmen,405,292,484,390
HCZ_HFGTNZ_20180621_10048.jpg,801,539,winebottle,158,265,205,444
HCZ_HFGTNZ_20180621_10048.jpg,801,539,winebottle,1,350,157,439
HCZ_HFGTNZ_20180621_10048.jpg,801,539,winebottle,1,283,153,337
HCZ_HFGTNZ_20180621_10048.jpg,801,539,drinkbottle,730,363,798,434
HCZ_HFGTNZ_20180621_10048.jpg,801,539,umbrella,745,227,798,284
HCZ_HFGTNZ_20180621_10048.jpg,801,539,metalcup,737,107,797,165
HCZ_HFGTNZ_20180621_10048.jpg,801,539,metalcup,464,245,594,308
HCZ_HFGTNZ_20180621_10049.jpg,801,469,metalcup,1,42,93,96
HCZ_HFGTNZ_20180621_10049.jpg,801,469,umbrella,1,146,78,195
HCZ_HFGTNZ_20180621_10049.jpg,801,469,glassbottle,83,332,168,424
HCZ_HFGTNZ_20180621_10049.jpg,801,469,drinkbottle,2,319,73,393
HCZ_HFGTNZ_20180621_10049.jpg,801,469,drinkbottle,72,219,201,333
HCZ_HFGTNZ_20180621_10049.jpg,801,469,smallelectronicequipmen,332,75,460,167
HCZ_HFGTNZ_20180621_10049.jpg,801,469,smallelectronicequipmen,365,45,414,131
HCZ_HFGTNZ_20180621_10050.jpg,801,413,umbrella,665,282,796,379
HCZ_HFGTNZ_20180621_10050.jpg,801,413,drinkbottle,204,218,360,269
HCZ_HFGTNZ_20180621_10050.jpg,801,413,smallelectronicequipmen,642,245,725,341
HCZ_HFGTNZ_20180621_10051.jpg,801,238,glassbottle,1,116,49,200
HCZ_HFGTNZ_20180621_10051.jpg,801,238,smallelectronicequipmen,341,49,449,137
HCZ_HFGTNZ_20180621_10053.jpg,801,375,glassbottle,73,90,172,135
HCZ_HFGTNZ_20180621_10053.jpg,801,375,umbrella,2,163,61,273
HCZ_HFGTNZ_20180621_10053.jpg,801,375,glassbottle,493,162,553,283
HCZ_HFGTNZ_20180621_10053.jpg,801,375,plasticcup,405,287,532,334
HCZ_HFGTNZ_20180621_10053.jpg,801,375,smallelectronicequipmen,575,108,642,191
HCZ_HFGTNZ_20180621_10053.jpg,801,375,laptop,399,190,550,305
HCZ_HFGTNZ_20180621_10054.jpg,801,596,umbrella,586,122,717,163
HCZ_HFGTNZ_20180621_10054.jpg,801,596,metalcup,422,163,488,202
HCZ_HFGTNZ_20180621_10054.jpg,801,596,glassbottle,328,345,439,432
HCZ_HFGTNZ_20180621_10054.jpg,801,596,glassbottle,318,476,428,566
HCZ_HFGTNZ_20180621_10056.jpg,800,531,metalcan,666,212,727,298
HCZ_HFGTNZ_20180621_10056.jpg,800,531,metalcan,653,296,730,392
HCZ_HFGTNZ_20180621_10056.jpg,800,531,drinkbottle,366,199,417,347
HCZ_HFGTNZ_20180621_10056.jpg,800,531,umbrella,205,262,238,411
HCZ_HFGTNZ_20180621_10056.jpg,800,531,metalcup,549,215,627,284
HCZ_HFGTNZ_20180621_10057.jpg,800,537,laptop,2,302,104,457
HCZ_HFGTNZ_20180621_10057.jpg,800,537,drinkbottle,3,458,115,507
HCZ_HFGTNZ_20180621_10057.jpg,800,537,metalcup,179,140,289,252
HCZ_HFGTNZ_20180621_10057.jpg,800,537,metalcup,3,234,129,303
HCZ_HFGTNZ_20180621_10057.jpg,800,537,drinkbottle,473,50,525,207
HCZ_HFGTNZ_20180621_10057.jpg,800,537,glassbottle,498,276,541,366
HCZ_HFGTNZ_20180621_10057.jpg,800,537,umbrella,650,225,798,287
HCZ_HFGTNZ_20180621_10057.jpg,800,537,glassbottle,688,274,764,314
HCZ_HFGTNZ_20180621_10057.jpg,800,537,smallelectronicequipmen,381,211,466,242
HCZ_HFGTNZ_20180621_10057.jpg,800,537,smallelectronicequipmen,113,133,185,229
HCZ_HFGTNZ_20180621_10058.jpg,801,544,umbrella,319,165,461,281
HCZ_HFGTNZ_20180621_10058.jpg,801,544,laptop,169,311,434,496
HCZ_HFGTNZ_20180621_10059.jpg,801,458,umbrella,598,240,718,383
HCZ_HFGTNZ_20180621_10059.jpg,801,458,powerbank,577,203,686,271
HCZ_HFGTNZ_20180621_10059.jpg,801,458,powerbank,278,347,372,416
HCZ_HFGTNZ_20180621_10059.jpg,801,458,smallelectronicequipmen,163,189,178,304
HCZ_HFGTNZ_20180621_10059.jpg,801,458,smallelectronicequipmen,88,197,171,297
HCZ_HFGTNZ_20180621_10059.jpg,801,458,glassbottle,4,165,52,226
HCZ_HFGTNZ_20180621_10059.jpg,801,458,glassbottle,25,227,74,281
HCZ_HFGTNZ_20180621_10060.jpg,550,585,laptop,137,361,381,532
HCZ_HFGTNZ_20180621_10060.jpg,550,585,metalcup,499,175,548,319
HCZ_HFGTNZ_20180621_10060.jpg,550,585,powerbank,302,493,396,539
HCZ_HFGTNZ_20180621_10060.jpg,550,585,glassbottle,130,78,200,141
HCZ_HFGTNZ_20180621_10061.jpg,801,540,metalcup,177,147,233,292
HCZ_HFGTNZ_20180621_10061.jpg,801,540,glassbottle,460,242,526,327
HCZ_HFGTNZ_20180621_10061.jpg,801,540,smallelectronicequipmen,1,375,35,455
HCZ_HFGTNZ_20180621_10061.jpg,801,540,smallelectronicequipmen,1,395,83,476
HCZ_HFGTNZ_20180621_10062.jpg,284,649,metalcup,3,30,115,139
HCZ_HFGTNZ_20180621_10062.jpg,284,649,umbrella,79,189,224,298
HCZ_HFGTNZ_20180621_10062.jpg,284,649,metalcup,67,336,197,447
HCZ_HFGTNZ_20180621_10062.jpg,284,649,umbrella,190,400,244,552
HCZ_HFGTNZ_20180621_10062.jpg,284,649,plasticcup,114,543,229,588
HCZ_HFGTNZ_20180621_10062.jpg,284,649,smallelectronicequipmen,117,418,185,510
HCZ_HFGTNZ_20180621_10063.jpg,801,571,winebottle,139,66,207,281
HCZ_HFGTNZ_20180621_10063.jpg,801,571,winebottle,226,70,289,248
HCZ_HFGTNZ_20180621_10063.jpg,801,571,winebottle,276,60,348,251
HCZ_HFGTNZ_20180621_10063.jpg,801,571,glassbottle,677,67,797,136
HCZ_HFGTNZ_20180621_10063.jpg,801,571,glassbottle,137,71,205,274
HCZ_HFGTNZ_20180621_10063.jpg,801,571,camera,645,277,705,352
HCZ_HFGTNZ_20180621_10064.jpg,801,513,winebottle,331,96,499,174
HCZ_HFGTNZ_20180621_10064.jpg,801,513,winebottle,347,141,518,213
HCZ_HFGTNZ_20180621_10064.jpg,801,513,winebottle,341,181,508,226
HCZ_HFGTNZ_20180621_10064.jpg,801,513,winebottle,342,218,508,273
HCZ_HFGTNZ_20180621_10064.jpg,801,513,powerbank,118,228,195,315
HCZ_HFGTNZ_20180621_10064.jpg,801,513,metalcan,510,255,600,336
HCZ_HFGTNZ_20180621_10064.jpg,801,513,metalcan,543,130,641,244
HCZ_HFGTNZ_20180621_10064.jpg,801,513,metalcup,658,197,797,265
HCZ_HFGTNZ_20180621_10064.jpg,801,513,plasticcup,205,233,329,285
HCZ_HFGTNZ_20180621_10064.jpg,801,513,powerbank,185,178,261,245
HCZ_HFGTNZ_20180621_10065.jpg,801,525,umbrella,105,137,267,204
HCZ_HFGTNZ_20180621_10065.jpg,801,525,umbrella,561,323,675,375
HCZ_HFGTNZ_20180621_10065.jpg,801,525,smallelectronicequipmen,575,260,659,346
HCZ_HFGTNZ_20180621_10065.jpg,801,525,plasticcup,581,355,701,420
HCZ_HFGTNZ_20180621_10066.jpg,325,539,glassbottle,79,351,198,433
HCZ_HFGTNZ_20180621_10066.jpg,325,539,glassbottle,103,292,147,343
HCZ_HFGTNZ_20180621_10067.jpg,800,545,metalcup,217,271,338,325
HCZ_HFGTNZ_20180621_10067.jpg,800,545,umbrella,291,135,354,288
HCZ_HFGTNZ_20180621_10067.jpg,800,545,umbrella,430,295,557,423
HCZ_HFGTNZ_20180621_10067.jpg,800,545,umbrella,688,240,798,276
HCZ_HFGTNZ_20180621_10067.jpg,800,545,drinkbottle,682,339,731,489
HCZ_HFGTNZ_20180621_10067.jpg,800,545,drinkbottle,638,285,781,345
HCZ_HFGTNZ_20180621_10067.jpg,800,545,glassbottle,298,330,427,413
HCZ_HFGTNZ_20180621_10067.jpg,800,545,smallelectronicequipmen,195,335,281,407
HCZ_HFGTNZ_20180621_10067.jpg,800,545,smallelectronicequipmen,45,304,151,349
HCZ_HFGTNZ_20180621_10067.jpg,800,545,smallelectronicequipmen,39,332,149,365
HCZ_HFGTNZ_20180621_10067.jpg,800,545,umbrella,21,401,172,444
HCZ_HFGTNZ_20180621_10068.jpg,801,539,drinkbottle,407,147,537,206
HCZ_HFGTNZ_20180621_10068.jpg,801,539,glassbottle,380,324,450,388
HCZ_HFGTNZ_20180621_10069.jpg,801,503,umbrella,514,392,604,428
HCZ_HFGTNZ_20180621_10069.jpg,801,503,glassbottle,518,417,603,473
HCZ_HFGTNZ_20180621_10069.jpg,801,503,drinkbottle,324,172,407,314
HCZ_HFGTNZ_20180621_10070.jpg,513,740,smallelectronicequipmen,180,402,278,480
HCZ_HFGTNZ_20180621_10070.jpg,513,740,powerbank,230,419,296,476
HCZ_HFGTNZ_20180621_10070.jpg,513,740,metalcan,22,487,87,566
HCZ_HFGTNZ_20180621_10070.jpg,513,740,metalcan,30,518,89,600
HCZ_HFGTNZ_20180621_10070.jpg,513,740,winebottle,145,595,314,641
HCZ_HFGTNZ_20180621_10070.jpg,513,740,winebottle,271,553,321,683
HCZ_HFGTNZ_20180621_10070.jpg,513,740,smallelectronicequipmen,360,483,415,563
HCZ_HFGTNZ_20180621_10070.jpg,513,740,smallelectronicequipmen,339,502,405,565
HCZ_HFGTNZ_20180621_10073.jpg,801,415,glassbottle,358,93,441,227
HCZ_HFGTNZ_20180621_10073.jpg,801,415,powerbank,223,54,268,157
HCZ_HFGTNZ_20180621_10073.jpg,801,415,plasticcup,263,198,417,283
HCZ_HFGTNZ_20180621_10073.jpg,801,415,umbrella,727,161,798,305
HCZ_HFGTNZ_20180621_10073.jpg,801,415,drinkbottle,709,189,755,338
HCZ_HFGTNZ_20180621_10075.jpg,801,491,metalcan,513,303,604,388
HCZ_HFGTNZ_20180621_10075.jpg,801,491,metalcan,553,241,625,330
HCZ_HFGTNZ_20180621_10076.jpg,801,485,umbrella,1,409,73,455
HCZ_HFGTNZ_20180621_10076.jpg,801,485,metalcup,67,94,148,171
HCZ_HFGTNZ_20180621_10076.jpg,801,485,laptop,216,114,383,357
HCZ_HFGTNZ_20180621_10076.jpg,801,485,laptop,365,147,547,352
HCZ_HFGTNZ_20180621_10076.jpg,801,485,smallelectronicequipmen,134,140,180,244
HCZ_HFGTNZ_20180621_10076.jpg,801,485,umbrella,386,123,558,205
HCZ_HFGTNZ_20180621_10076.jpg,801,485,glassbottle,405,88,540,185
HCZ_HFGTNZ_20180621_10077.jpg,801,473,umbrella,2,77,85,199
HCZ_HFGTNZ_20180621_10077.jpg,801,473,smallelectronicequipmen,94,286,150,367
HCZ_HFGTNZ_20180621_10077.jpg,801,473,glassbottle,105,238,167,318
HCZ_HFGTNZ_20180621_10077.jpg,801,473,umbrella,173,158,334,209
HCZ_HFGTNZ_20180621_10077.jpg,801,473,metalcan,520,105,613,188
HCZ_HFGTNZ_20180621_10077.jpg,801,473,metalcan,541,220,627,303
HCZ_HFGTNZ_20180621_10077.jpg,801,473,metalcan,516,270,599,350
HCZ_HFGTNZ_20180621_10077.jpg,801,473,metalcan,534,257,612,344
HCZ_HFGTNZ_20180621_10077.jpg,801,473,glassbottle,444,118,494,184
HCZ_HFGTNZ_20180621_10077.jpg,801,473,glassbottle,207,60,305,102
HCZ_HFGTNZ_20180621_10077.jpg,801,473,glassbottle,76,351,111,390
HCZ_HFGTNZ_20180621_10079.jpg,449,544,umbrella,211,248,259,428
HCZ_HFGTNZ_20180621_10079.jpg,449,544,metalcup,381,106,437,353
HCZ_HFGTNZ_20180621_10080.jpg,573,603,plasticcup,269,313,343,431
HCZ_HFGTNZ_20180621_10080.jpg,573,603,glassbottle,252,421,338,469
HCZ_HFGTNZ_20180621_10082.jpg,800,370,metalcup,274,65,324,206
HCZ_HFGTNZ_20180621_10082.jpg,800,370,laptop,54,51,228,274
HCZ_HFGTNZ_20180621_10082.jpg,800,370,glassbottle,634,107,766,192
HCZ_HFGTNZ_20180621_10083.jpg,801,383,laptop,232,66,462,310
HCZ_HFGTNZ_20180621_10083.jpg,801,383,umbrella,578,149,739,197
HCZ_HFGTNZ_20180621_10083.jpg,801,383,metalcup,262,229,375,282
HCZ_HFGTNZ_20180621_10083.jpg,801,383,umbrella,239,116,281,289
HCZ_HFGTNZ_20180621_10083.jpg,801,383,powerbank,742,107,799,195
HCZ_HFGTNZ_20180621_10084.jpg,801,355,metalcup,11,53,95,201
HCZ_HFGTNZ_20180621_10084.jpg,801,355,umbrella,62,50,125,194
HCZ_HFGTNZ_20180621_10084.jpg,801,355,umbrella,428,78,520,227
HCZ_HFGTNZ_20180621_10084.jpg,801,355,glassbottle,410,216,473,289
HCZ_HFGTNZ_20180621_10084.jpg,801,355,umbrella,529,33,594,171
HCZ_HFGTNZ_20180621_10085.jpg,801,438,winebottle,66,94,122,263
HCZ_HFGTNZ_20180621_10085.jpg,801,438,metalcan,100,102,159,190
HCZ_HFGTNZ_20180621_10085.jpg,801,438,metalcan,158,59,224,152
HCZ_HFGTNZ_20180621_10085.jpg,801,438,metalcan,220,51,280,145
HCZ_HFGTNZ_20180621_10085.jpg,801,438,winebottle,236,105,281,271
HCZ_HFGTNZ_20180621_10085.jpg,801,438,glassbottle,587,270,714,319
HCZ_HFGTNZ_20180621_10085.jpg,801,438,smallelectronicequipmen,600,202,691,258
HCZ_HFGTNZ_20180621_10085.jpg,801,438,powerbank,584,192,613,278
HCZ_HFGTNZ_20180621_10086.jpg,801,512,metalcup,392,116,510,225
HCZ_HFGTNZ_20180621_10086.jpg,801,512,drinkbottle,643,150,761,274
HCZ_HFGTNZ_20180621_10086.jpg,801,512,umbrella,473,143,604,252
HCZ_HFGTNZ_20180621_10086.jpg,801,512,smallelectronicequipmen,428,172,504,272
HCZ_HFGTNZ_20180621_10087.jpg,801,496,laptop,18,190,188,304
HCZ_HFGTNZ_20180621_10087.jpg,801,496,drinkbottle,63,83,214,164
HCZ_HFGTNZ_20180621_10087.jpg,801,496,smallelectronicequipmen,1,383,98,438
HCZ_HFGTNZ_20180621_10087.jpg,801,496,umbrella,549,97,605,287
HCZ_HFGTNZ_20180621_10088.jpg,801,445,metalcup,274,83,417,186
HCZ_HFGTNZ_20180621_10088.jpg,801,445,smallelectronicequipmen,131,265,208,334
HCZ_HFGTNZ_20180621_10088.jpg,801,445,drinkbottle,115,202,219,277
HCZ_HFGTNZ_20180621_10088.jpg,801,445,drinkbottle,276,148,414,235
HCZ_HFGTNZ_20180621_10089.jpg,683,557,plasticcup,260,190,399,276
HCZ_HFGTNZ_20180621_10089.jpg,683,557,umbrella,467,32,632,104
HCZ_HFGTNZ_20180621_10089.jpg,683,557,laptop,463,121,680,276
HCZ_HFGTNZ_20180621_10089.jpg,683,557,glassbottle,446,78,555,135
HCZ_HFGTNZ_20180621_10090.jpg,801,403,umbrella,260,177,428,293
HCZ_HFGTNZ_20180621_10090.jpg,801,403,glassbottle,735,133,798,257
HCZ_HFGTNZ_20180621_10091.jpg,801,635,glassbottle,83,355,172,414
HCZ_HFGTNZ_20180621_10091.jpg,801,635,glassbottle,198,298,253,371
HCZ_HFGTNZ_20180621_10091.jpg,801,635,powerbank,411,415,481,481
HCZ_HFGTNZ_20180621_10091.jpg,801,635,laptop,516,48,660,162
HCZ_HFGTNZ_20180621_10091.jpg,801,635,metalcan,574,176,649,235
HCZ_HFGTNZ_20180621_10091.jpg,801,635,drinkbottle,602,180,739,266
HCZ_HFGTNZ_20180621_10091.jpg,801,635,smallelectronicequipmen,698,456,775,567
HCZ_HFGTNZ_20180621_10091.jpg,801,635,drinkbottle,136,348,279,426
HCZ_HFGTNZ_20180621_10092.jpg,801,430,glassbottle,529,105,653,185
HCZ_HFGTNZ_20180621_10092.jpg,801,430,drinkbottle,88,148,135,296
HCZ_HFGTNZ_20180621_10093.jpg,801,348,glassbottle,578,233,650,315
HCZ_HFGTNZ_20180621_10093.jpg,801,348,smallelectronicequipmen,590,105,639,172
HCZ_HFGTNZ_20180621_10093.jpg,801,348,smallelectronicequipmen,571,166,628,255
HCZ_HFGTNZ_20180621_10095.jpg,801,341,umbrella,590,34,685,87
HCZ_HFGTNZ_20180621_10095.jpg,801,341,metalcup,621,236,730,310
HCZ_HFGTNZ_20180621_10096.jpg,801,417,smallelectronicequipmen,362,219,476,294
HCZ_HFGTNZ_20180621_10096.jpg,801,417,drinkbottle,318,198,360,348
HCZ_HFGTNZ_20180621_10096.jpg,801,417,drinkbottle,239,85,367,163
HCZ_HFGTNZ_20180621_10096.jpg,801,417,smallelectronicequipmen,49,237,109,342
HCZ_HFGTNZ_20180621_10098.jpg,801,316,drinkbottle,716,64,766,211
