filename,width,height,class,xmin,ymin,xmax,ymax
FudanPed00015.png,336,349,person,19,43,174,327
FudanPed00016.png,544,425,person,80,86,205,383
FudanPed00016.png,544,425,person,279,94,400,361
FudanPed00016.png,544,425,person,411,101,495,378
FudanPed00017.png,266,342,person,115,48,244,332
FudanPed00018.png,253,323,person,20,19,126,304
FudanPed00019.png,497,442,person,7,135,142,389
FudanPed00019.png,497,442,person,194,123,339,421
FudanPed00020.png,555,417,person,339,99,508,381
FudanPed00021.png,490,378,person,324,76,470,367
FudanPed00021.png,490,378,person,234,93,268,167
FudanPed00021.png,490,378,person,47,95,69,160
FudanPed00022.png,536,465,person,112,169,209,449
FudanPed00022.png,536,465,person,397,171,514,455
FudanPed00023.png,376,378,person,202,84,341,366
FudanPed00024.png,479,378,person,103,84,270,370
FudanPed00025.png,425,369,person,226,69,396,354
FudanPed00025.png,425,369,person,44,87,94,256
FudanPed00025.png,425,369,person,128,74,189,262
FudanPed00025.png,425,369,person,180,53,228,255
FudanPed00025.png,425,369,person,213,73,273,262
FudanPed00025.png,425,369,person,314,62,383,266
FudanPed00026.png,440,427,person,44,78,150,389
FudanPed00026.png,440,427,person,185,89,279,373
FudanPed00027.png,302,363,person,104,45,253,328
FudanPed00028.png,317,345,person,7,16,149,303
FudanPed00028.png,317,345,person,186,18,316,321
FudanPed00029.png,435,404,person,246,72,368,351
FudanPed00030.png,462,387,person,59,85,208,375
FudanPed00031.png,569,430,person,298,122,444,408
FudanPed00032.png,608,474,person,456,162,573,453
FudanPed00033.png,396,357,person,165,53,304,346
FudanPed00034.png,309,351,person,111,37,254,330
FudanPed00035.png,292,349,person,64,39,195,331
FudanPed00036.png,1017,444,person,131,98,279,394
FudanPed00036.png,1017,444,person,802,120,937,381
FudanPed00036.png,1017,444,person,244,133,330,363
FudanPed00036.png,1017,444,person,726,145,789,345
FudanPed00037.png,423,361,person,259,63,415,349
FudanPed00037.png,423,361,person,190,98,209,170
FudanPed00038.png,422,346,person,219,44,400,331
FudanPed00039.png,493,487,person,137,137,199,311
FudanPed00039.png,493,487,person,231,130,331,410
FudanPed00040.png,550,482,person,201,157,279,437
FudanPed00040.png,550,482,person,279,172,377,430
FudanPed00041.png,552,507,person,351,161,439,437
FudanPed00041.png,552,507,person,284,181,357,439
FudanPed00041.png,552,507,person,42,186,110,388
FudanPed00042.png,588,547,person,159,186,250,470
FudanPed00042.png,588,547,person,288,156,392,449
FudanPed00043.png,493,518,person,64,139,147,426
FudanPed00043.png,493,518,person,156,139,248,435
FudanPed00043.png,493,518,person,261,128,358,431
FudanPed00044.png,521,494,person,246,170,340,462
FudanPed00044.png,521,494,person,337,175,426,464
FudanPed00044.png,521,494,person,37,129,181,492
FudanPed00044.png,521,494,person,436,157,501,402
FudanPed00045.png,487,538,person,198,198,294,481
FudanPed00045.png,487,538,person,319,201,404,499
FudanPed00045.png,487,538,person,395,212,469,495
FudanPed00046.png,567,438,person,178,123,271,410
FudanPed00046.png,567,438,person,299,114,370,335
FudanPed00046.png,567,438,person,446,104,507,315
FudanPed00046.png,567,438,person,521,119,565,258
FudanPed00047.png,472,520,person,272,198,371,482
FudanPed00047.png,472,520,person,31,195,90,427
FudanPed00047.png,472,520,person,384,185,430,298
FudanPed00048.png,585,559,person,6,242,84,535
FudanPed00048.png,585,559,person,79,231,144,455
FudanPed00048.png,585,559,person,158,219,251,507
FudanPed00048.png,585,559,person,460,263,580,544
FudanPed00049.png,447,512,person,127,123,213,412
FudanPed00049.png,447,512,person,214,106,317,392
FudanPed00049.png,447,512,person,315,107,435,387
FudanPed00050.png,580,516,person,33,203,135,484
FudanPed00050.png,580,516,person,291,205,369,412
FudanPed00051.png,448,501,person,126,191,218,476
FudanPed00052.png,461,504,person,206,189,308,492
FudanPed00053.png,541,580,person,94,169,195,432
FudanPed00053.png,541,580,person,389,150,499,453
FudanPed00054.png,533,498,person,97,135,182,418
FudanPed00054.png,533,498,person,287,114,358,332
FudanPed00054.png,533,498,person,364,121,437,329
FudanPed00055.png,390,555,person,148,178,277,530
FudanPed00056.png,565,581,person,439,247,537,522
FudanPed00056.png,565,581,person,200,259,270,529
FudanPed00056.png,565,581,person,252,256,374,528
FudanPed00057.png,482,519,person,22,91,143,406
FudanPed00057.png,482,519,person,131,93,205,358
FudanPed00057.png,482,519,person,237,83,312,356
FudanPed00057.png,482,519,person,343,117,388,267
FudanPed00057.png,482,519,person,386,116,427,250
FudanPed00058.png,522,479,person,145,92,261,463
FudanPed00058.png,522,479,person,43,123,64,211
FudanPed00058.png,522,479,person,289,102,341,280
FudanPed00058.png,522,479,person,353,97,406,276
FudanPed00058.png,522,479,person,427,126,446,182
FudanPed00058.png,522,479,person,462,126,474,171
FudanPed00058.png,522,479,person,473,133,489,183
FudanPed00058.png,522,479,person,492,121,517,202
FudanPed00059.png,576,369,person,35,54,135,330
FudanPed00059.png,576,369,person,159,36,252,329
FudanPed00059.png,576,369,person,270,45,380,328
FudanPed00060.png,517,440,person,188,141,291,427
FudanPed00060.png,517,440,person,293,130,384,430
FudanPed00060.png,517,440,person,395,149,498,427
FudanPed00061.png,547,407,person,165,70,266,353
FudanPed00061.png,547,407,person,343,86,429,381
FudanPed00061.png,547,407,person,406,85,531,387
FudanPed00062.png,414,341,person,175,25,255,321
FudanPed00062.png,414,341,person,291,34,377,330
FudanPed00063.png,486,359,person,29,38,114,332
FudanPed00063.png,486,359,person,156,42,262,329
FudanPed00063.png,486,359,person,312,54,330,99
FudanPed00063.png,486,359,person,297,54,303,73
FudanPed00063.png,486,359,person,305,53,310,73
FudanPed00064.png,546,420,person,141,98,240,387
FudanPed00064.png,546,420,person,317,101,400,395
FudanPed00064.png,546,420,person,400,112,517,407
FudanPed00065.png,504,411,person,29,69,147,382
FudanPed00065.png,504,411,person,147,84,242,385
FudanPed00065.png,504,411,person,234,70,311,393
FudanPed00065.png,504,411,person,342,88,430,351
FudanPed00065.png,504,411,person,13,58,64,183
FudanPed00066.png,360,359,person,248,50,329,351
FudanPed00067.png,453,416,person,62,79,184,375
FudanPed00068.png,375,398,person,249,66,318,361
FudanPed00069.png,354,379,person,215,70,315,363
FudanPed00070.png,390,382,person,288,70,370,364
FudanPed00071.png,363,353,person,121,44,246,330
FudanPed00071.png,363,353,person,256,37,339,348
FudanPed00071.png,363,353,person,226,52,255,119
FudanPed00072.png,375,349,person,48,40,139,332
FudanPed00073.png,516,392,person,56,66,159,360
FudanPed00073.png,516,392,person,193,59,289,352
FudanPed00074.png,421,370,person,48,51,126,351
FudanPed00074.png,421,370,person,178,61,256,345
PennPed00001.png,612,406,person,83,66,197,353
PennPed00001.png,612,406,person,265,75,355,338
PennPed00001.png,612,406,person,403,38,501,348
PennPed00001.png,612,406,person,514,65,610,318
PennPed00001.png,612,406,person,206,25,266,196
PennPed00002.png,745,378,person,9,84,97,304
PennPed00002.png,745,378,person,83,45,165,298
PennPed00002.png,745,378,person,268,84,370,298
PennPed00002.png,745,378,person,363,33,516,335
PennPed00002.png,745,378,person,576,75,713,362
PennPed00002.png,745,378,person,517,92,608,300
PennPed00003.png,670,418,person,8,33,174,365
PennPed00003.png,670,418,person,452,64,531,353
PennPed00003.png,670,418,person,531,91,661,381
PennPed00004.png,786,436,person,67,61,170,410
PennPed00004.png,786,436,person,155,91,253,385
PennPed00004.png,786,436,person,228,94,325,391
PennPed00004.png,786,436,person,417,101,516,391
PennPed00004.png,786,436,person,595,112,734,397
PennPed00005.png,767,454,person,68,130,159,405
PennPed00005.png,767,454,person,165,154,252,410
PennPed00005.png,767,454,person,263,144,415,439
PennPed00005.png,767,454,person,540,169,666,440
PennPed00005.png,767,454,person,602,156,701,396
PennPed00006.png,631,436,person,111,72,199,412
PennPed00006.png,631,436,person,231,96,329,388
PennPed00006.png,631,436,person,443,108,608,435
PennPed00006.png,631,436,person,3,102,69,397
PennPed00007.png,570,412,person,42,60,165,350
PennPed00007.png,570,412,person,127,83,201,359
PennPed00007.png,570,412,person,187,76,309,369
PennPed00007.png,570,412,person,299,76,381,400
PennPed00007.png,570,412,person,426,68,527,343
PennPed00008.png,452,403,person,47,71,177,366
PennPed00008.png,452,403,person,199,77,305,329
PennPed00008.png,452,403,person,256,74,394,345
PennPed00008.png,452,403,person,343,53,421,278
PennPed00009.png,648,413,person,47,85,147,292
PennPed00009.png,648,413,person,163,87,240,348
PennPed00009.png,648,413,person,225,86,300,307
PennPed00009.png,648,413,person,316,81,391,369
PennPed00009.png,648,413,person,375,100,471,351
PennPed00009.png,648,413,person,470,94,559,395
PennPed00009.png,648,413,person,533,90,605,376
PennPed00010.png,750,495,person,18,59,103,340
PennPed00010.png,750,495,person,186,56,262,337
PennPed00010.png,750,495,person,309,141,437,493
PennPed00010.png,750,495,person,475,76,619,451
PennPed00010.png,750,495,person,392,58,485,421
PennPed00010.png,750,495,person,563,36,681,394
PennPed00011.png,508,376,person,92,62,236,344
PennPed00011.png,508,376,person,242,52,301,355
PennPed00012.png,565,429,person,114,122,212,403
PennPed00013.png,564,385,person,98,79,210,359
PennPed00013.png,564,385,person,259,96,364,359
PennPed00013.png,564,385,person,384,81,498,355
PennPed00013.png,564,385,person,215,91,257,193
PennPed00014.png,542,368,person,127,40,206,229
PennPed00014.png,542,368,person,209,69,312,337
PennPed00014.png,542,368,person,354,60,448,337
PennPed00014.png,542,368,person,286,41,353,225
PennPed00015.png,906,438,person,123,98,280,414
PennPed00015.png,906,438,person,286,91,448,378
PennPed00015.png,906,438,person,749,94,834,382
PennPed00016.png,683,399,person,86,51,146,362
PennPed00016.png,683,399,person,236,93,329,382
PennPed00016.png,683,399,person,468,66,579,367
PennPed00017.png,492,403,person,115,50,204,387
PennPed00017.png,492,403,person,259,49,398,336
PennPed00018.png,460,344,person,65,32,145,327
PennPed00018.png,460,344,person,181,69,262,308
PennPed00019.png,734,404,person,17,78,106,356
PennPed00019.png,734,404,person,160,70,249,361
PennPed00019.png,734,404,person,315,60,390,364
PennPed00019.png,734,404,person,368,47,474,370
PennPed00019.png,734,404,person,464,75,539,362
PennPed00019.png,734,404,person,525,80,639,375
PennPed00019.png,734,404,person,600,78,704,375
PennPed00020.png,721,428,person,142,121,264,379
PennPed00020.png,721,428,person,387,76,516,365
PennPed00020.png,721,428,person,445,77,607,369
PennPed00021.png,712,436,person,68,118,218,407
PennPed00021.png,712,436,person,464,81,588,382
PennPed00021.png,712,436,person,559,111,681,381
PennPed00022.png,925,486,person,30,118,167,413
PennPed00022.png,925,486,person,120,149,257,413
PennPed00022.png,925,486,person,216,152,354,416
PennPed00022.png,925,486,person,705,129,839,390
PennPed00022.png,925,486,person,345,162,424,342
PennPed00023.png,536,382,person,107,60,275,363
PennPed00024.png,409,384,person,71,58,170,350
PennPed00025.png,450,334,person,72,34,216,310
PennPed00025.png,450,334,person,189,151,276,304
PennPed00025.png,450,334,person,390,2,421,71
PennPed00026.png,530,410,person,303,94,447,382
PennPed00026.png,530,410,person,200,120,291,373
PennPed00027.png,492,391,person,126,93,218,363
PennPed00027.png,492,391,person,204,81,322,367
PennPed00027.png,492,391,person,347,89,463,342
PennPed00028.png,416,368,person,211,50,325,334
PennPed00029.png,672,418,person,114,65,214,370
PennPed00029.png,672,418,person,274,98,339,391
PennPed00029.png,672,418,person,363,102,466,388
PennPed00029.png,672,418,person,509,103,585,392
PennPed00030.png,479,354,person,139,37,253,339
PennPed00030.png,479,354,person,3,37,95,342
PennPed00030.png,479,354,person,316,43,448,339
PennPed00031.png,487,340,person,244,42,390,329
PennPed00032.png,374,344,person,98,50,203,329
PennPed00033.png,533,391,person,32,37,126,370
PennPed00033.png,533,391,person,110,50,214,376
PennPed00033.png,533,391,person,392,70,519,368
PennPed00033.png,533,391,person,274,149,389,333
PennPed00034.png,538,422,person,108,58,289,391
PennPed00034.png,538,422,person,302,63,405,344
PennPed00034.png,538,422,person,369,67,493,353
PennPed00034.png,538,422,person,181,63,278,374
PennPed00035.png,623,353,person,169,30,275,331
PennPed00035.png,623,353,person,367,54,541,333
PennPed00035.png,623,353,person,121,33,208,322
PennPed00036.png,694,370,person,56,62,164,330
PennPed00036.png,694,370,person,514,34,636,328
PennPed00037.png,366,318,person,229,24,328,307
PennPed00038.png,436,353,person,232,39,368,316
PennPed00039.png,495,373,person,326,73,411,360
PennPed00040.png,406,342,person,203,42,318,330
PennPed00041.png,570,422,person,353,99,467,380
PennPed00042.png,569,344,person,273,37,379,312
PennPed00042.png,569,344,person,403,36,472,310
PennPed00043.png,480,356,person,189,47,297,334
PennPed00043.png,480,356,person,332,63,434,328
PennPed00043.png,480,356,person,142,78,199,254
PennPed00043.png,480,356,person,282,78,328,253
PennPed00043.png,480,356,person,430,73,456,154
PennPed00044.png,483,335,person,71,36,170,329
PennPed00044.png,483,335,person,253,63,336,282
PennPed00044.png,483,335,person,332,54,408,276
PennPed00044.png,483,335,person,181,76,225,193
PennPed00045.png,692,395,person,70,64,193,365
PennPed00045.png,692,395,person,226,65,321,360
PennPed00045.png,692,395,person,324,67,436,347
PennPed00045.png,692,395,person,526,45,639,348
PennPed00045.png,692,395,person,425,67,485,217
PennPed00045.png,692,395,person,494,62,548,214
PennPed00046.png,534,348,person,21,58,111,323
PennPed00046.png,534,348,person,318,22,420,319
PennPed00046.png,534,348,person,421,62,441,119
PennPed00047.png,500,346,person,116,57,253,336
PennPed00047.png,500,346,person,246,33,381,320
PennPed00047.png,500,346,person,362,42,427,194
PennPed00048.png,423,380,person,27,33,118,326
PennPed00048.png,423,380,person,116,35,198,321
PennPed00048.png,423,380,person,263,21,385,369
PennPed00049.png,452,350,person,82,48,176,346
PennPed00049.png,452,350,person,175,45,253,337
PennPed00049.png,452,350,person,252,81,307,237
PennPed00049.png,452,350,person,310,77,368,240
PennPed00050.png,419,315,person,91,41,196,291
PennPed00051.png,723,411,person,38,52,203,326
PennPed00051.png,723,411,person,314,67,481,365
PennPed00051.png,723,411,person,459,34,587,373
PennPed00051.png,723,411,person,554,67,628,339
PennPed00052.png,682,525,person,77,137,175,428
PennPed00052.png,682,525,person,169,181,294,491
PennPed00052.png,682,525,person,403,157,494,400
PennPed00052.png,682,525,person,524,83,613,393
PennPed00052.png,682,525,person,279,179,334,314
PennPed00053.png,377,344,person,15,29,124,325
PennPed00053.png,377,344,person,169,27,266,329
PennPed00054.png,324,334,person,43,22,128,317
PennPed00055.png,417,353,person,96,51,208,341
PennPed00055.png,417,353,person,29,8,122,283
PennPed00056.png,618,420,person,175,106,271,398
PennPed00056.png,618,420,person,140,122,193,384
PennPed00056.png,618,420,person,257,98,306,386
PennPed00057.png,371,364,person,158,64,261,352
PennPed00057.png,371,364,person,198,18,266,294
PennPed00058.png,509,380,person,167,27,245,316
PennPed00058.png,509,380,person,228,31,307,291
PennPed00058.png,509,380,person,321,65,452,351
PennPed00058.png,509,380,person,295,22,374,274
PennPed00059.png,582,362,person,80,44,177,337
PennPed00059.png,582,362,person,381,36,529,323
PennPed00060.png,505,351,person,43,23,142,326
PennPed00060.png,505,351,person,189,21,283,230
PennPed00060.png,505,351,person,117,28,191,226
PennPed00060.png,505,351,person,273,81,389,327
PennPed00060.png,505,351,person,378,31,476,330
PennPed00061.png,314,320,person,34,17,143,307
PennPed00061.png,314,320,person,250,57,275,146
PennPed00062.png,396,315,person,86,15,184,301
PennPed00062.png,396,315,person,176,35,288,305
PennPed00062.png,396,315,person,2,46,57,223
PennPed00062.png,396,315,person,321,54,373,234
PennPed00063.png,427,350,person,88,50,262,339
PennPed00064.png,370,322,person,226,29,334,314
PennPed00065.png,324,318,person,24,21,139,304
PennPed00066.png,428,375,person,11,76,128,365
PennPed00066.png,428,375,person,265,33,398,312
PennPed00066.png,428,375,person,76,30,189,345
PennPed00067.png,370,318,person,37,13,184,298
PennPed00068.png,603,387,person,43,89,153,364
PennPed00068.png,603,387,person,189,56,283,349
PennPed00068.png,603,387,person,430,37,568,349
PennPed00068.png,603,387,person,384,47,455,223
PennPed00069.png,388,345,person,59,44,149,330
PennPed00069.png,388,345,person,169,40,269,310
PennPed00070.png,466,354,person,15,24,122,341
PennPed00070.png,466,354,person,185,14,306,312
PennPed00071.png,767,379,person,49,19,171,361
PennPed00071.png,767,379,person,292,44,386,305
PennPed00071.png,767,379,person,476,25,567,302
PennPed00071.png,767,379,person,600,13,716,306
PennPed00071.png,767,379,person,567,53,612,180
PennPed00071.png,767,379,person,709,53,744,174
PennPed00072.png,473,348,person,134,25,254,337
PennPed00072.png,473,348,person,280,52,431,330
PennPed00073.png,579,364,person,98,38,191,326
PennPed00073.png,579,364,person,182,46,277,340
PennPed00073.png,579,364,person,316,51,413,331
PennPed00074.png,442,332,person,259,31,422,317
PennPed00074.png,442,332,person,198,23,283,303
PennPed00074.png,442,332,person,117,48,223,295
PennPed00075.png,368,322,person,194,23,335,308
PennPed00076.png,342,348,person,187,29,320,319
PennPed00077.png,352,323,person,65,27,181,317
PennPed00078.png,349,372,person,216,59,320,355
PennPed00079.png,357,337,person,206,25,324,320
